[29, 3.93367, [0, 1, 2, 4, 5, 8, 9, 10, 17, 21, 23]]
[29, 3.95175, [0, 1, 2, 4, 5, 8, 10, 13, 14, 16, 18]]
[29, 3.88885, [0, 1, 2, 4, 5, 8, 10, 13, 17, 19, 23]]
[29, 3.85462, [0, 1, 2, 4, 5, 8, 10, 14, 19, 22, 23]]
[29, 3.95383, [0, 1, 2, 4, 5, 9, 10, 11, 14, 16, 18]]
[29, 3.89917, [0, 1, 2, 4, 5, 9, 10, 12, 14, 18, 25]]
[29, 3.88367, [0, 1, 2, 4, 5, 9, 10, 12, 16, 18, 25]]
[29, 3.87124, [0, 1, 2, 4, 5, 9, 11, 12, 15, 19, 25]]
[29, 3.86394, [0, 1, 2, 4, 5, 9, 11, 12, 16, 19, 25]]
[29, 3.86234, [0, 1, 2, 4, 5, 10, 11, 12, 14, 19, 25]]
[29, 3.89948, [0, 1, 2, 4, 5, 10, 11, 13, 14, 16, 18]]
[29, 3.89142, [0, 1, 2, 4, 7, 8, 9, 13, 14, 16, 18]]
[29, 3.87669, [0, 1, 2, 4, 7, 8, 9, 13, 15, 17, 18]]
[29, 3.9261, [0, 1, 2, 5, 6, 7, 9, 10, 12, 16, 22]]
[29, 3.87833, [0, 1, 2, 5, 6, 7, 9, 10, 16, 18, 22]]
[29, 3.88836, [0, 1, 2, 5, 6, 7, 9, 12, 14, 16, 20]]
[29, 3.85056, [0, 1, 2, 5, 6, 7, 9, 12, 16, 19, 21]]
[29, 3.87682, [0, 1, 2, 5, 6, 7, 10, 11, 12, 19, 22]]
[29, 3.85252, [0, 1, 2, 5, 6, 8, 9, 10, 16, 18, 22]]

Search completed in 0 hours, 0 minutes, and 0.091 seconds.  Enter a string to quit.
